Item No,Item Name,Category,Formula,Plain Formula,Quantity,Unit,Location / Block,Grade,Notes
165,"Liebig Condenser 200 mm (Joint 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Straight inner tube water-cooled condenser."
166,"Liebig Condenser 300 mm (Joint 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","8","pcs","Cupboard 1 (56)","Borosilicate 3.3","Standard distillation condenser."
167,"Graham Condenser (Coiled Tube) 300 mm","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","Spiral inner coil condenser for high efficiency cooling."
168,"Allihn Condenser (Bulb Reflux) 300 mm","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Spherical bulbs inside jacket for vertical reflux synthesis."
169,"Dimroth Condenser 300 mm","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (56)","Borosilicate 3.3","Internal cooling coil with vapor jacket."
170,"Round Bottom Flask 100 mL (Single Neck 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","8","pcs","Cupboard 1 (56)","Borosilicate 3.3","Spherical distillation / boiling flask."
171,"Round Bottom Flask 250 mL (Single Neck 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","10","pcs","Cupboard 1 (56)","Borosilicate 3.3","Standard organic synthesis reaction flask."
172,"Round Bottom Flask 500 mL (Single Neck 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Large boiling flask."
173,"Round Bottom Flask 250 mL (Two Neck 24/29 + 14/23)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","Two neck reaction vessel for inert gas / thermometer."
174,"Round Bottom Flask 500 mL (Three Neck 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (56)","Borosilicate 3.3","Three neck flask for complex reaction setups."
175,"Distillation Head / Claisen Adapter (24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","Multi-way adapter for distillation apparatus."
176,"Vacuum Receiver Adapter / Pig Adapter (24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (56)","Borosilicate 3.3","With vacuum takeoff adapter."
177,"Thermometer Pocket Adapter (Joint 14/23)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Ground joint thermometer holder with screw cap."
178,"Soxhlet Extraction Apparatus 250 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","sets","Cupboard 1 (56)","Complete Set","Extractor body, Allihn condenser, and 500mL flat bottom flask."
179,"Dean-Stark Trap 10 mL (with Stopcock)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (56)","Borosilicate 3.3","Azeotropic water separator with PTFE key."
180,"Test Tubes 15 x 125 mm (Rimmed)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (56)","Borosilicate Glass","Standard qualitative reaction tubes."
181,"Test Tubes 18 x 150 mm (Medium)","Glassware","Borosilicate","Borosilicate","80","pcs","Cupboard 1 (56)","Borosilicate Glass","Medium laboratory test tubes."
182,"Boiling Tubes 25 x 150 mm (Heavy Wall)","Glassware","Borosilicate","Borosilicate","40","pcs","Cupboard 1 (56)","Heavy Duty","Wide diameter tubes for direct flame heating."
183,"Centrifuge Tubes 15 mL Conical Glass","Glassware","Borosilicate","Borosilicate","24","pcs","Cupboard 1 (56)","Graduated","Conical bottom graduated centrifuge tubes."
184,"Nessler Cylinders 50 mL Matched Pair","Glassware","Glass","Glass","6","pairs","Cupboard 1 (56)","Matched Optic","Flat optical bottom color comparison tubes."
185,"Nessler Cylinders 100 mL Matched Pair","Glassware","Glass","Glass","4","pairs","Cupboard 1 (56)","Matched Optic","Colorimetric comparison standard tubes."
186,"Watch Glass 50 mm Diameter","Glassware","Soda Glass","Soda Glass","15","pcs","Cupboard 1 (56)","Polished Edges","Beaker cover and small sample evaporation dish."
187,"Watch Glass 75 mm Diameter","Glassware","Soda Glass","Soda Glass","20","pcs","Cupboard 1 (56)","Polished Edges","Standard watch glass dish."
188,"Watch Glass 100 mm Diameter","Glassware","Soda Glass","Soda Glass","15","pcs","Cupboard 1 (56)","Polished Edges","Large watch glass dish."
189,"Watch Glass 150 mm Diameter","Glassware","Soda Glass","Soda Glass","8","pcs","Cupboard 1 (56)","Polished Edges","Wide coverage dish."
190,"Petri Dishes 90 mm Glass (Pairs with Lids)","Glassware","Borosilicate","Borosilicate","25","pairs","Cupboard 1 (56)","Autoclavable","Reusable borosilicate culture dishes."
191,"Petri Dishes 60 mm Glass (Pairs with Lids)","Glassware","Borosilicate","Borosilicate","15","pairs","Cupboard 1 (56)","Autoclavable","Small culture and crystal growth dishes."
192,"Glass Weighing Bottle 25 x 40 mm (Ground Stopper)","Glassware","Borosilicate","Borosilicate","10","pcs","Cupboard 1 (56)","Analytical","Low form weighing bottle with ground-in lid."
193,"Glass Weighing Bottle 40 x 70 mm (Tall Form)","Glassware","Borosilicate","Borosilicate","8","pcs","Cupboard 1 (56)","Analytical","Tall form for moisture-sensitive analytical samples."
194,"Crystallizing Dish 100 mm (Flat Bottom with Spout)","Glassware","Borosilicate","Borosilicate","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Heavy wall flat bottom dish for recrystallization."
195,"Crystallizing Dish 150 mm","Glassware","Borosilicate","Borosilicate","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","Large diameter crystallization basin."
196,"Evaporating Basin 75 mm (Porcelain)","Glassware","Porcelain","Porcelain","10","pcs","Cupboard 1 (56)","Glazed Inside","With lip spout, thermal shock resistant."
197,"Evaporating Basin 100 mm (Porcelain)","Glassware","Porcelain","Porcelain","8","pcs","Cupboard 1 (56)","Glazed Inside","Evaporation and drying dish."
198,"Crucible with Lid 30 mL (Porcelain)","Glassware","Porcelain","Porcelain","12","pcs","Cupboard 1 (56)","High Temp 1150°C","For high-temperature gravimetric ashing."
199,"Crucible with Lid 50 mL (Porcelain)","Glassware","Porcelain","Porcelain","8","pcs","Cupboard 1 (56)","High Temp 1150°C","Medium size ashing crucible."
200,"Gooch Crucible with Perforated Bottom 30 mL","Glassware","Porcelain","Porcelain","6","pcs","Cupboard 1 (56)","Analytical","For filtering gravimetric precipitates."
201,"Mortar and Pestle 100 mm (Porcelain)","Glassware","Porcelain","Porcelain","6","sets","Cupboard 1 (56)","Unglazed Grinding Surface","Heavy duty solid porcelain mortar with pour spout."
202,"Mortar and Pestle 130 mm (Agate)","Glassware","SiO₂ (Agate)","SiO2 (Agate)","1","set","Cupboard 1 (56)","Ultra-Pure Agate","High purity contamination-free solid agate mortar."
203,"Glass Desiccator 200 mm Diameter (Plain)","Glassware","Soda-Lime Glass","Soda-Lime Glass","2","pcs","Cupboard 1 (56)","Heavy Glass","With porcelain perforated plate and knob lid."
204,"Vacuum Glass Desiccator 250 mm (with Stopcock Lid)","Glassware","Borosilicate","Borosilicate","2","pcs","Cupboard 1 (56)","Vacuum Rated","Vacuum desiccator with ground stopcock and porcelain plate."
205,"Glass Stirring Rods 200 mm x 6 mm","Glassware","Glass","Glass","30","pcs","Cupboard 1 (56)","Rounded Ends","Fire polished smooth rounded ends."
206,"Glass Stirring Rod with Rubber Policeman","Glassware","Glass/Rubber","Glass/Rubber","10","pcs","Cupboard 1 (56)","Analytical","Rubber tip for quantitative precipitate scraping."
207,"Pasteur Pipettes Glass 150 mm (Uncalibrated)","Glassware","Soda Glass","Soda Glass","200","pcs","Cupboard 1 (56)","Disposable/Reusable","Short form disposable transfer pipettes."
208,"Pasteur Pipettes Glass 230 mm (Long Form)","Glassware","Soda Glass","Soda Glass","150","pcs","Cupboard 1 (56)","Disposable/Reusable","Long tip capillary pipettes."
209,"Reagent Bottle 125 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","15","pcs","Cupboard 1 (56)","ISO-GL45","Autoclavable PP cap and pouring ring."
210,"Reagent Bottle 250 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","20","pcs","Cupboard 1 (56)","ISO-GL45","Graduated media storage bottle."
211,"Reagent Bottle 500 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","15","pcs","Cupboard 1 (56)","ISO-GL45","Graduated media storage bottle."
212,"Reagent Bottle 1000 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","8","pcs","Cupboard 1 (56)","ISO-GL45","1L laboratory reagent bottle."
213,"Amber Reagent Bottle 250 mL (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","12","pcs","Cupboard 1 (56)","Amber ISO-GL45","UV protection for light-sensitive solutions."
214,"Amber Reagent Bottle 500 mL (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","10","pcs","Cupboard 1 (56)","Amber ISO-GL45","UV protection for light-sensitive solutions."
215,"Dropping Bottle 60 mL with Ground Glass Pipette","Glassware","Soda Glass","Soda Glass","12","pcs","Cupboard 1 (56)","Amber Glass","With rubber teat and ground dropper."
216,"Gas Washing Bottle / Dreschel Bottle 250 mL","Glassware","Borosilicate","Borosilicate","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","For scrubbing and bubbling gases through liquids."
331,"Boiling Tubes (23 × 150 mm)","Glassware","Borosilicate","Borosilicate","2","pcs","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Cupboard 56 - Student sample storage rows above"
332,"Boiling Tubes (14 × 150 mm)","Glassware","Borosilicate","Borosilicate","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Cupboard 56"
333,"Bottle of Baking Powder","Chemical","NaHCO₃","NaHCO3","1","bottle","Cupboard 1 (56)","AR / Laboratory Reagent","Sodium bicarbonate formulation for lab demonstrations"
334,"Bottle of Vinegar","Chemical","CH₃COOH (5%)","CH3COOH","2","bottles","Cupboard 1 (56)","AR / Laboratory Reagent","Dilute acetic acid solution"
335,"Buchner Flask (1000 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Heavy wall vacuum filtering flask with side tubulation"
336,"Coconut Oil Bottle","Chemical","Organic Oil","Organic Oil","1","bottle","Cupboard 1 (56)","AR / Laboratory Reagent","Natural fatty acid triglyceride solvent/substrate"
337,"Domba Oil Bottle (180 mL)","Chemical","Calophyllum inophyllum seed oil","Natural Oil","1","bottle (180 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Natural seed oil extract"
338,"Empty Glass Bottles","Glassware","Glass","Glass","6","bottles","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Storage / reagent glass bottles"
339,"Formic Acid (500 mL)","Chemical","HCOOH","HCOOH","1","bottle (500 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Methanoic acid 500 mL"
340,"Glass Stopper Bottles","Glassware","Glass","Glass","2","bottles","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Ground glass stopper storage bottles"
341,"Glycerin Bottle (60 mL)","Chemical","C₃H₈O₃","C3H8O3","1","bottle (60 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Glycerol 60 mL triol"
342,"Hydrogen Peroxide Bottle (200 mL)","Chemical","H₂O₂","H2O2","1","bottle (200 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Hydrogen peroxide solution 200 mL"
343,"Lactic Acid Bottle (500 mL)","Chemical","C₃H₆O₃","C3H6O3","1","bottle (500 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","2-Hydroxypropanoic acid 500 mL"
344,"Measuring Cylinder (10 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Graduated measuring cylinder 10 mL"
345,"Mee Oil Bottle (60 mL)","Chemical","Madhuca longifolia oil","Natural Oil","1","bottle (60 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Natural seed oil 60 mL"
346,"Methanol Bottle","Chemical","CH₃OH","CH3OH","2","bottles","Cupboard 1 (56)","AR / Laboratory Reagent","Methyl alcohol bottles"
347,"MgSO₄ Bottle (Packet Made)","Chemical","MgSO₄","MgSO4","1","bottle","Cupboard 1 (56)","AR / Laboratory Reagent","Magnesium Sulphate (Packet Made)"
348,"n-Butanol Bottle","Chemical","C₄H₉OH","C4H9OH","1","bottle","Cupboard 1 (56)","AR / Laboratory Reagent","1-Butanol alcohol solvent"
349,"Pack of Yeast","Chemical","Biological Reagent","Yeast","1","pack","Cupboard 1 (56)","AR / Laboratory Reagent","Saccharomyces cerevisiae culture reagent"
350,"S-lon Glue Bottle","Equipment","Adhesive / Solvent cement","Adhesive","1","bottle","Cupboard 1 (56)","Standard Lab Grade","Solvent cement adhesive for PVC and lab fittings"
351,"Test Tubes Small (8 × 75 mm)","Glassware","Borosilicate","Borosilicate","9","pcs","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Micro test tubes 8 × 75 mm"
352,"Test Tubes Small (10 × 98 mm)","Glassware","Borosilicate","Borosilicate","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Small test tube 10 × 98 mm"
353,"Titanium Tetra Isopropoxide (500 mL)","Chemical","Ti[OCH(CH₃)₂]₄","Ti[OCH(CH3)2]4","1","bottle (500 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","TTIP titanium precursor 500 mL"
354,"Titanium(IV) Isopropoxide (500 mL)","Chemical","Ti[OCH(CH₃)₂]₄","Ti[OCH(CH3)2]4","1","bottle (500 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Titanium(IV) isopropoxide 500 mL"
355,"Volumetric Flask (100 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Class A volumetric flask 100 mL"
356,"Volumetric Flask (25 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Class A volumetric flask 25 mL"
