Item No,Item Name,Category,Formula,Plain Formula,Quantity,Unit,Location / Block,Grade,Notes
145,"Volumetric Pipette 25 mL Class A","Glassware","Glass","Glass","10","pcs","Cupboard 1 (54)","Class A","Standard volumetric transfer pipette."
146,"Graduated Measuring Pipette 1 mL (0.01 mL div)","Glassware","Glass","Glass","8","pcs","Cupboard 1 (54)","Class AS","Serological type Mohr pipette."
147,"Graduated Measuring Pipette 5 mL (0.05 mL div)","Glassware","Glass","Glass","10","pcs","Cupboard 1 (54)","Class AS","Graduated measuring pipette."
148,"Graduated Measuring Pipette 10 mL (0.1 mL div)","Glassware","Glass","Glass","12","pcs","Cupboard 1 (54)","Class AS","Graduated measuring pipette."
149,"Burette 25 mL with PTFE Stopcock Class A","Glassware","SiO₂·B₂O₃","SiO2.B2O3","8","pcs","Cupboard 1 (54)","Class A PTFE","Zero-grease PTFE key stopcock for titrations."
150,"Burette 50 mL with PTFE Stopcock Class A","Glassware","SiO₂·B₂O₃","SiO2.B2O3","14","pcs","Cupboard 1 (54)","Class A PTFE","Precision titration burette with Schellbach stripe."
151,"Amber Burette 50 mL with PTFE Stopcock","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (54)","Class A Amber","For light-sensitive titrations (permanganate/iodine)."
152,"Separating Funnel 100 mL (Conical with PTFE Key)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","5","pcs","Cupboard 1 (56)","Borosilicate 3.3","Pear-shaped with interchangeable stopper."
153,"Separating Funnel 250 mL (Pear Shaped)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","8","pcs","Cupboard 1 (56)","Borosilicate 3.3","With PTFE stopcock and 19/26 stopper."
154,"Separating Funnel 500 mL (Pear Shaped)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Liquid-liquid extraction funnel."
155,"Separating Funnel 1000 mL (Cylindrical)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (56)","Borosilicate 3.3","High volume extraction vessel."
156,"Glass Filter Funnel 50 mm Diameter (Short Stem)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","10","pcs","Cupboard 1 (56)","Borosilicate 3.3","60 degree angle conical filtration funnel."
157,"Glass Filter Funnel 75 mm Diameter (Long Stem)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","8","pcs","Cupboard 1 (56)","Borosilicate 3.3","Long stem for rapid gravity filtration."
158,"Glass Filter Funnel 100 mm Diameter","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Heavy duty large filtration funnel."
159,"Hirsch Funnel (Porcelain / Glass Sintered G3)","Glassware","Porcelain/Glass","Porcelain/Glass","4","pcs","Cupboard 1 (56)","Sintered Disc","Microscale vacuum filtration funnel."
160,"Büchner Funnel 90 mm (Porcelain)","Glassware","Porcelain","Porcelain","5","pcs","Cupboard 1 (56)","Glazed Porcelain","Standard vacuum filtration funnel."
161,"Büchner Funnel 120 mm (Porcelain)","Glassware","Porcelain","Porcelain","4","pcs","Cupboard 1 (56)","Glazed Porcelain","Large diameter vacuum filtration funnel."
162,"Büchner Vacuum Flask 250 mL (Filter Flask)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (56)","Heavy Wall","With side tubulation for vacuum hose."
163,"Büchner Vacuum Flask 500 mL (Filter Flask)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Heavy Wall","Heavy wall glass flask with side hose barb."
164,"Büchner Vacuum Flask 1000 mL (Filter Flask)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (56)","Heavy Wall","1L thick wall vacuum filtering flask."
165,"Liebig Condenser 200 mm (Joint 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Straight inner tube water-cooled condenser."
166,"Liebig Condenser 300 mm (Joint 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","8","pcs","Cupboard 1 (56)","Borosilicate 3.3","Standard distillation condenser."
167,"Graham Condenser (Coiled Tube) 300 mm","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","Spiral inner coil condenser for high efficiency cooling."
168,"Allihn Condenser (Bulb Reflux) 300 mm","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Spherical bulbs inside jacket for vertical reflux synthesis."
169,"Dimroth Condenser 300 mm","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (56)","Borosilicate 3.3","Internal cooling coil with vapor jacket."
170,"Round Bottom Flask 100 mL (Single Neck 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","8","pcs","Cupboard 1 (56)","Borosilicate 3.3","Spherical distillation / boiling flask."
171,"Round Bottom Flask 250 mL (Single Neck 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","10","pcs","Cupboard 1 (56)","Borosilicate 3.3","Standard organic synthesis reaction flask."
172,"Round Bottom Flask 500 mL (Single Neck 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Large boiling flask."
173,"Round Bottom Flask 250 mL (Two Neck 24/29 + 14/23)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","Two neck reaction vessel for inert gas / thermometer."
174,"Round Bottom Flask 500 mL (Three Neck 24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (56)","Borosilicate 3.3","Three neck flask for complex reaction setups."
175,"Distillation Head / Claisen Adapter (24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","Multi-way adapter for distillation apparatus."
176,"Vacuum Receiver Adapter / Pig Adapter (24/29)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (56)","Borosilicate 3.3","With vacuum takeoff adapter."
177,"Thermometer Pocket Adapter (Joint 14/23)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Ground joint thermometer holder with screw cap."
178,"Soxhlet Extraction Apparatus 250 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","sets","Cupboard 1 (56)","Complete Set","Extractor body, Allihn condenser, and 500mL flat bottom flask."
179,"Dean-Stark Trap 10 mL (with Stopcock)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (56)","Borosilicate 3.3","Azeotropic water separator with PTFE key."
180,"Test Tubes 15 x 125 mm (Rimmed)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (56)","Borosilicate Glass","Standard qualitative reaction tubes."
181,"Test Tubes 18 x 150 mm (Medium)","Glassware","Borosilicate","Borosilicate","80","pcs","Cupboard 1 (56)","Borosilicate Glass","Medium laboratory test tubes."
182,"Boiling Tubes 25 x 150 mm (Heavy Wall)","Glassware","Borosilicate","Borosilicate","40","pcs","Cupboard 1 (56)","Heavy Duty","Wide diameter tubes for direct flame heating."
183,"Centrifuge Tubes 15 mL Conical Glass","Glassware","Borosilicate","Borosilicate","24","pcs","Cupboard 1 (56)","Graduated","Conical bottom graduated centrifuge tubes."
184,"Nessler Cylinders 50 mL Matched Pair","Glassware","Glass","Glass","6","pairs","Cupboard 1 (56)","Matched Optic","Flat optical bottom color comparison tubes."
185,"Nessler Cylinders 100 mL Matched Pair","Glassware","Glass","Glass","4","pairs","Cupboard 1 (56)","Matched Optic","Colorimetric comparison standard tubes."
186,"Watch Glass 50 mm Diameter","Glassware","Soda Glass","Soda Glass","15","pcs","Cupboard 1 (56)","Polished Edges","Beaker cover and small sample evaporation dish."
187,"Watch Glass 75 mm Diameter","Glassware","Soda Glass","Soda Glass","20","pcs","Cupboard 1 (56)","Polished Edges","Standard watch glass dish."
188,"Watch Glass 100 mm Diameter","Glassware","Soda Glass","Soda Glass","15","pcs","Cupboard 1 (56)","Polished Edges","Large watch glass dish."
189,"Watch Glass 150 mm Diameter","Glassware","Soda Glass","Soda Glass","8","pcs","Cupboard 1 (56)","Polished Edges","Wide coverage dish."
190,"Petri Dishes 90 mm Glass (Pairs with Lids)","Glassware","Borosilicate","Borosilicate","25","pairs","Cupboard 1 (56)","Autoclavable","Reusable borosilicate culture dishes."
191,"Petri Dishes 60 mm Glass (Pairs with Lids)","Glassware","Borosilicate","Borosilicate","15","pairs","Cupboard 1 (56)","Autoclavable","Small culture and crystal growth dishes."
192,"Glass Weighing Bottle 25 x 40 mm (Ground Stopper)","Glassware","Borosilicate","Borosilicate","10","pcs","Cupboard 1 (56)","Analytical","Low form weighing bottle with ground-in lid."
193,"Glass Weighing Bottle 40 x 70 mm (Tall Form)","Glassware","Borosilicate","Borosilicate","8","pcs","Cupboard 1 (56)","Analytical","Tall form for moisture-sensitive analytical samples."
194,"Crystallizing Dish 100 mm (Flat Bottom with Spout)","Glassware","Borosilicate","Borosilicate","6","pcs","Cupboard 1 (56)","Borosilicate 3.3","Heavy wall flat bottom dish for recrystallization."
195,"Crystallizing Dish 150 mm","Glassware","Borosilicate","Borosilicate","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","Large diameter crystallization basin."
196,"Evaporating Basin 75 mm (Porcelain)","Glassware","Porcelain","Porcelain","10","pcs","Cupboard 1 (56)","Glazed Inside","With lip spout, thermal shock resistant."
197,"Evaporating Basin 100 mm (Porcelain)","Glassware","Porcelain","Porcelain","8","pcs","Cupboard 1 (56)","Glazed Inside","Evaporation and drying dish."
198,"Crucible with Lid 30 mL (Porcelain)","Glassware","Porcelain","Porcelain","12","pcs","Cupboard 1 (56)","High Temp 1150°C","For high-temperature gravimetric ashing."
199,"Crucible with Lid 50 mL (Porcelain)","Glassware","Porcelain","Porcelain","8","pcs","Cupboard 1 (56)","High Temp 1150°C","Medium size ashing crucible."
200,"Gooch Crucible with Perforated Bottom 30 mL","Glassware","Porcelain","Porcelain","6","pcs","Cupboard 1 (56)","Analytical","For filtering gravimetric precipitates."
201,"Mortar and Pestle 100 mm (Porcelain)","Glassware","Porcelain","Porcelain","6","sets","Cupboard 1 (56)","Unglazed Grinding Surface","Heavy duty solid porcelain mortar with pour spout."
202,"Mortar and Pestle 130 mm (Agate)","Glassware","SiO₂ (Agate)","SiO2 (Agate)","1","set","Cupboard 1 (56)","Ultra-Pure Agate","High purity contamination-free solid agate mortar."
203,"Glass Desiccator 200 mm Diameter (Plain)","Glassware","Soda-Lime Glass","Soda-Lime Glass","2","pcs","Cupboard 1 (56)","Heavy Glass","With porcelain perforated plate and knob lid."
204,"Vacuum Glass Desiccator 250 mm (with Stopcock Lid)","Glassware","Borosilicate","Borosilicate","2","pcs","Cupboard 1 (56)","Vacuum Rated","Vacuum desiccator with ground stopcock and porcelain plate."
205,"Glass Stirring Rods 200 mm x 6 mm","Glassware","Glass","Glass","30","pcs","Cupboard 1 (56)","Rounded Ends","Fire polished smooth rounded ends."
206,"Glass Stirring Rod with Rubber Policeman","Glassware","Glass/Rubber","Glass/Rubber","10","pcs","Cupboard 1 (56)","Analytical","Rubber tip for quantitative precipitate scraping."
207,"Pasteur Pipettes Glass 150 mm (Uncalibrated)","Glassware","Soda Glass","Soda Glass","200","pcs","Cupboard 1 (56)","Disposable/Reusable","Short form disposable transfer pipettes."
208,"Pasteur Pipettes Glass 230 mm (Long Form)","Glassware","Soda Glass","Soda Glass","150","pcs","Cupboard 1 (56)","Disposable/Reusable","Long tip capillary pipettes."
209,"Reagent Bottle 125 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","15","pcs","Cupboard 1 (56)","ISO-GL45","Autoclavable PP cap and pouring ring."
210,"Reagent Bottle 250 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","20","pcs","Cupboard 1 (56)","ISO-GL45","Graduated media storage bottle."
211,"Reagent Bottle 500 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","15","pcs","Cupboard 1 (56)","ISO-GL45","Graduated media storage bottle."
212,"Reagent Bottle 1000 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","8","pcs","Cupboard 1 (56)","ISO-GL45","1L laboratory reagent bottle."
213,"Amber Reagent Bottle 250 mL (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","12","pcs","Cupboard 1 (56)","Amber ISO-GL45","UV protection for light-sensitive solutions."
214,"Amber Reagent Bottle 500 mL (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","10","pcs","Cupboard 1 (56)","Amber ISO-GL45","UV protection for light-sensitive solutions."
215,"Dropping Bottle 60 mL with Ground Glass Pipette","Glassware","Soda Glass","Soda Glass","12","pcs","Cupboard 1 (56)","Amber Glass","With rubber teat and ground dropper."
216,"Gas Washing Bottle / Dreschel Bottle 250 mL","Glassware","Borosilicate","Borosilicate","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","For scrubbing and bubbling gases through liquids."
331,"Boiling Tubes (23 × 150 mm)","Glassware","Borosilicate","Borosilicate","2","pcs","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Cupboard 56 - Student sample storage rows above"
332,"Boiling Tubes (14 × 150 mm)","Glassware","Borosilicate","Borosilicate","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Cupboard 56"
335,"Buchner Flask (1000 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Heavy wall vacuum filtering flask with side tubulation"
338,"Empty Glass Bottles","Glassware","Glass","Glass","6","bottles","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Storage / reagent glass bottles"
340,"Glass Stopper Bottles","Glassware","Glass","Glass","2","bottles","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Ground glass stopper storage bottles"
344,"Measuring Cylinder (10 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Graduated measuring cylinder 10 mL"
351,"Test Tubes Small (8 × 75 mm)","Glassware","Borosilicate","Borosilicate","9","pcs","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Micro test tubes 8 × 75 mm"
352,"Test Tubes Small (10 × 98 mm)","Glassware","Borosilicate","Borosilicate","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Small test tube 10 × 98 mm"
355,"Volumetric Flask (100 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Class A volumetric flask 100 mL"
356,"Volumetric Flask (25 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Class A volumetric flask 25 mL"
357,"Test Tube (10 × 100 mm)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Batch of 100 test tubes"
358,"Test Tube (16 × 160 mm)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Batch of 100 medium test tubes"
359,"Beaker 100 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","11","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Graduated low form 100 mL beakers"
360,"Beaker 20 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","10","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Small scale 20 mL beakers"
361,"Beaker 40 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","10","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Small scale 40 mL beakers"
374,"Petri Dishes Glass (Cupboard 67)","Glassware","Borosilicate","Borosilicate","1","set","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Cell culture and sample crystallization dishes"
380,"Buchner Flask (1000 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Heavy wall vacuum filtering flasks 1000 mL"
381,"Buchner Flask (500 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Heavy wall vacuum filtering flasks 500 mL"
382,"Burette with Stopcock","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Class A precision titration burette"
383,"Centrifuge Tubes Glass/Plastic","Glassware","Borosilicate / PP","Glass / PP","1","set","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated centrifuge tubes"
385,"Conical Flask (100 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Erlenmeyer flasks 100 mL"
386,"Conical Flask (1000 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Erlenmeyer flasks 1000 mL"
387,"Conical Flask (250 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","9","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Erlenmeyer flasks 250 mL"
388,"Conical Flask (50 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Erlenmeyer flasks 50 mL"
389,"Crucible (30 mL)","Glassware","Porcelain","Porcelain","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Glazed porcelain crucible for high temperature heating"
391,"Dropping Bottle (30 mL)","Glassware","Glass","Glass","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Indicator dropping bottle with pipette dropper"
394,"Glass Funnel (50 mm)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","60 degree angle conical filtration funnels"
395,"Glass Pasteur Pipettes","Glassware","Soda Glass","Soda Glass","1","box","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Fine tip uncalibrated transfer pipettes"
396,"Glass Stopper Bottles","Glassware","Glass","Glass","2","bottles","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Ground neck reagent storage bottles"
397,"Liebig Condenser & Distillation Set","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","set","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Distillation set with Liebig condenser and adapters"
398,"Measuring Cylinder (10 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated 10 mL measuring cylinders"
399,"Measuring Cylinder (100 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","9","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated 100 mL measuring cylinders"
400,"Measuring Cylinder (25 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","9","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated 25 mL measuring cylinders"
401,"Measuring Cylinder (50 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated 50 mL measuring cylinders"
408,"Petri Dishes Glass (Cupboard 40)","Glassware","Borosilicate","Borosilicate","7","pairs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Borosilicate glass culture and drying dishes"
409,"Petri Dishes (10 × 2 cm)","Glassware","Borosilicate","Borosilicate","1","set","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Large diameter 10 × 2 cm glass petri dishes"
413,"Porcelain Mortar","Glassware","Porcelain","Porcelain","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Solid heavy glazed porcelain grinding bowl"
414,"Porcelain Pestle (15 mm)","Glassware","Porcelain","Porcelain","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Unglazed grinding head pestle"
416,"Separation Funnel (125 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Pear shaped extraction funnel with PTFE key"
417,"Separation Funnel (60 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Small scale extraction funnels 60 mL"
420,"Test Tube (12 × 150 mm)","Glassware","Borosilicate","Borosilicate","24","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Standard test tubes 12 × 150 mm"
421,"Test Tube (15 × 150 mm)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Standard test tubes 15 × 150 mm"
422,"Test Tube (18 × 150 mm)","Glassware","Borosilicate","Borosilicate","1","rack","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Medium test tubes 18 × 150 mm"
423,"Test Tube (18 × 180 mm)","Glassware","Borosilicate","Borosilicate","1","rack","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Long test tubes 18 × 180 mm"
424,"Test Tube (25 × 150 mm / Boiling Tube)","Glassware","Borosilicate","Borosilicate","50","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Heavy wall boiling tubes 25 × 150 mm"
425,"Test Tubes Assorted","Glassware","Borosilicate","Borosilicate","1","set","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Assorted qualitative laboratory test tubes"
426,"Test Tubes Small (8 × 75 mm) with Cap (12 × 75 mm)","Glassware","Borosilicate / PP Cap","Borosilicate / PP","58","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Mini tubes with screw/plug caps"
431,"Volumetric Flask (10 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","9","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Class A volumetric flasks 10 mL"
