Item No,Item Name,Category,Formula,Plain Formula,Quantity,Unit,Location / Block,Grade,Notes
357,"Test Tube (10 × 100 mm)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Batch of 100 test tubes"
358,"Test Tube (16 × 160 mm)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Batch of 100 medium test tubes"
359,"Beaker 100 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","11","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Graduated low form 100 mL beakers"
360,"Beaker 20 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","10","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Small scale 20 mL beakers"
361,"Beaker 40 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","10","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Small scale 40 mL beakers"
362,"AUTOLAB Items & Electrochemical Cell Accessories","Equipment","Electrochemical","Electrochemical","1","set","Cupboard 1 (67)","Standard Lab Grade","Potentiostat / Galvanostat accessories and electrodes"
363,"Black Cell Cuvette","Equipment","Optical Glass","Optical Glass","1","pc","Cupboard 1 (67)","Standard Lab Grade","Masked black-wall spectrophotometer cuvette"
364,"Quartz Cuvettes (UV-Vis)","Equipment","Fused Quartz (SiO₂)","Fused Quartz","4","pcs","Cupboard 1 (67)","Standard Lab Grade","Far UV-Vis quartz cuvettes 190–2500 nm"
365,"Digital Oscilloscope Manual & Documentation","Equipment","Electronic Manual","Manual","1","unit","Cupboard 1 (67)","Standard Lab Grade","Operation and calibration manual for digital oscilloscope"
366,"Face Masks Pack","Equipment","PPE Polypropylene","PPE","1","pack","Cupboard 1 (67)","Standard Lab Grade","Protective 3-ply laboratory face masks"
367,"Hot Disk Thermal Conductivity Probe","Equipment","Sensor / Sensor Wire","Sensor","3","units","Cupboard 1 (67)","Standard Lab Grade","Transient plane source thermal constants probe"
368,"IPCE USB Interface Cable","Equipment","Electronic Cable","Cable","1","unit","Cupboard 1 (67)","Standard Lab Grade","Incident Photon-to-Current Conversion Efficiency interface cable"
369,"Laboratory Computer Keyboard","Equipment","Peripheral","Peripheral","1","unit","Cupboard 1 (67)","Standard Lab Grade","Data acquisition workstation keyboard"
370,"Micropipette Operation Manual","Equipment","Documentation","Manual","1","unit","Cupboard 1 (67)","Standard Lab Grade","Calibration and maintenance manual"
371,"Laboratory Computer Mouse","Equipment","Peripheral","Peripheral","1","unit","Cupboard 1 (67)","Standard Lab Grade","Data acquisition optical mouse"
372,"MPLAB Microcontroller Chips & Accessories","Equipment","Semiconductor / IC","Semiconductor","1","set","Cupboard 1 (67)","Standard Lab Grade","Development kit, PIC chips, and debug adapters"
373,"NEC Projector","Equipment","Optical / Electronic","Projector","1","unit","Cupboard 1 (67)","Standard Lab Grade","Seminar and lab projection unit"
374,"Petri Dishes Glass (Cupboard 67)","Glassware","Borosilicate","Borosilicate","1","set","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Cell culture and sample crystallization dishes"
375,"EUTECH pH Meter Accessories & Probes","Equipment","Electrochemical Cell","pH Electrode","1","set","Cupboard 1 (67)","Standard Lab Grade","Replacement electrode, BNC cable, and storage cap"
376,"UPS (Uninterruptible Power Supply)","Equipment","Power Supply / Battery","UPS","8","units","Cupboard 1 (67)","Standard Lab Grade","Backup power units for analytical instruments"
377,"VGA Cables (D-Sub High Density)","Equipment","Display Cable","VGA Cable","1","pc","Cupboard 1 (67)","Standard Lab Grade","Video connection cable"
378,"Xenon Arc Lamp (Solar Simulator / UV-Vis Source)","Equipment","Xenon Gas / Quartz","Xe Lamp","1","unit","Cupboard 1 (67)","Standard Lab Grade","High intensity solar simulation arc lamp"
